epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,2329.77,0.68394,0.53504,0.91211,0.93261,0.87561,0.93391,0.73464,0.79582,0.52681,0.84141,0.00614179,0.00614179,0.00614179
66,2365.37,0.68481,0.52976,0.91433,0.90808,0.88999,0.93267,0.72883,0.80196,0.53701,0.84442,0.0060396,0.0060396,0.0060396
67,2401.17,0.68635,0.52971,0.91464,0.88781,0.90679,0.93381,0.73156,0.80336,0.53238,0.84397,0.00593695,0.00593695,0.00593695
68,2436.9,0.68151,0.52843,0.90779,0.92048,0.88866,0.93781,0.73435,0.80675,0.51794,0.84715,0.00583389,0.00583389,0.00583389
69,2472.67,0.68292,0.52352,0.90914,0.91847,0.88604,0.93598,0.73806,0.78989,0.51013,0.84139,0.00573046,0.00573046,0.00573046
70,2508.34,0.67595,0.51553,0.90819,0.90831,0.86639,0.92936,0.72956,0.79193,0.52113,0.84306,0.00562671,0.00562671,0.00562671
71,2544.02,0.66408,0.5156,0.90489,0.91237,0.86047,0.92515,0.72411,0.79108,0.53311,0.84246,0.00552269,0.00552269,0.00552269
72,2579.59,0.67572,0.51281,0.90195,0.8957,0.88674,0.93304,0.73661,0.78818,0.5326,0.84041,0.00541844,0.00541844,0.00541844
73,2615.12,0.67103,0.50932,0.90484,0.90209,0.89069,0.93552,0.74384,0.78511,0.52316,0.84092,0.005314,0.005314,0.005314
74,2650.58,0.66625,0.50831,0.90167,0.90694,0.87796,0.9334,0.73806,0.79005,0.52822,0.83758,0.00520943,0.00520943,0.00520943
75,2686.21,0.65291,0.49764,0.89762,0.90785,0.88035,0.93141,0.7394,0.77719,0.5214,0.84012,0.00510476,0.00510476,0.00510476
76,2721.79,0.65763,0.49641,0.89746,0.88776,0.90378,0.93456,0.73753,0.78455,0.52069,0.84432,0.00500005,0.00500005,0.00500005
77,2757.34,0.6547,0.49148,0.89524,0.91104,0.88687,0.93342,0.73969,0.78342,0.5307,0.83436,0.00489534,0.00489534,0.00489534
78,2792.9,0.65138,0.49342,0.89597,0.90171,0.90326,0.93304,0.73868,0.77201,0.51571,0.83759,0.00479067,0.00479067,0.00479067
79,2828.46,0.65456,0.49156,0.89508,0.91547,0.89516,0.93312,0.74144,0.77676,0.53168,0.83698,0.0046861,0.0046861,0.0046861
80,2864.06,0.64903,0.48733,0.8922,0.89444,0.90612,0.92947,0.73979,0.7751,0.52469,0.83365,0.00458166,0.00458166,0.00458166
81,2899.63,0.64407,0.47992,0.89105,0.91361,0.88539,0.93117,0.73865,0.76907,0.52727,0.83221,0.00447741,0.00447741,0.00447741
82,2935.23,0.63861,0.47475,0.89221,0.91062,0.87568,0.92326,0.73596,0.77799,0.53111,0.83296,0.00437339,0.00437339,0.00437339
83,2970.89,0.63709,0.47519,0.89135,0.92214,0.86399,0.92964,0.73804,0.77377,0.52083,0.83389,0.00426964,0.00426964,0.00426964
